Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Adenocarcinoma of lung (disorder)	C0152013	MIR584	693169		microRNA 584		42	0.65	0.385		0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	MIR589	693174		microRNA 589		41	0.656	0.538		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	MIR590	693175		microRNA 590		99	0.553	0.692		0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	MIR592	693177		microRNA 592		44	0.659	0.615		0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	MIR605	693190		microRNA 605		43	0.644	0.423		0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	MIR620	693205		microRNA 620		10	0.805	0.154		0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	MIR622	693207		microRNA 622		48	0.638	0.5		0.01		1.0	1	0	2020.0	2020.0
Adenocarcinoma of lung (disorder)	C0152013	MIR629	693214		microRNA 629		40	0.653	0.538		0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	MIR630	693215		microRNA 630		52	0.621	0.5		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	TCF21	6943	O43680	transcription factor 21		143	0.537	0.692	0.82553	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TEAD4	7004	Q15561	TEA domain transcription factor 4	Transcription factor	47	0.636	0.5	3.233e-05	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	TFAM	7019	Q00059	transcription factor A, mitochondrial		147	0.529	0.731	0.17259	0.01		1.0	1	0	2013.0	2013.0
Adenocarcinoma of lung (disorder)	C0152013	TFAP2B	7021	Q92481	transcription factor AP-2 beta	Transcription factor	128	0.57	0.769	0.99023	0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	TFAP2C	7022	Q92754	transcription factor AP-2 gamma	Transcription factor	51	0.633	0.538	0.92204	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TFDP1	7027	Q14186	transcription factor Dp-1	Nucleic acid binding	56	0.623	0.692	0.97174	0.01		1.0	1	0	2013.0	2013.0
Adenocarcinoma of lung (disorder)	C0152013	TFDP2	7029	Q14188	transcription factor Dp-2	Nucleic acid binding	18	0.769	0.308	0.9995	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	TFF1	7031	P04155	trefoil factor 1	Signaling	147	0.529	0.769	0.00088929	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	TFF3	7033	Q07654	trefoil factor 3	Signaling	163	0.518	0.885	0.01591	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	TG	7038	P01266	thyroglobulin	Enzyme modulator	240	0.48	0.808	2.8802e-59	0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	TGFBI	7045	Q15582	transforming growth factor beta induced	Signaling	225	0.484	0.769	5.9686e-08	0.01		1.0	1	0	2002.0	2002.0
Adenocarcinoma of lung (disorder)	C0152013	THBS2	7058	P35442	thrombospondin 2		149	0.526	0.769	0.55641	0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	THY1	7070	P04216	Thy-1 cell surface antigen		197	0.496	0.808	0.049895	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	KLF10	7071	Q13118	Kruppel like factor 10	Nucleic acid binding	60	0.631	0.615	0.0045769	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TJP1	7082	Q07157	tight junction protein 1	Cell-cell junction	91	0.576	0.692	1.0	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	TM4SF4	7104	P48230	transmembrane 4 L six family member 4		22	0.769	0.192	7.2513e-08	0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	TM7SF2	7108	O76062	transmembrane 7 superfamily member 2	Enzyme	217	0.486	0.808	1.366e-07	0.01		1.0	1	0	2012.0	2012.0
Adenocarcinoma of lung (disorder)	C0152013	TMOD1	7111	P28289	tropomodulin 1	Cellular structure	28	0.695	0.462	0.47845	0.01		0.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	CLDN5	7122	O00501	claudin 5	Cell-cell junction	104	0.559	0.769	0.89512	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TNFRSF1A	7132	P19438	TNF receptor superfamily member 1A		487	0.409	0.923	0.9949	0.01		1.0	1	0	1998.0	1998.0
Adenocarcinoma of lung (disorder)	C0152013	TOP2B	7155	Q02880	DNA topoisomerase II beta		58	0.612	0.615	0.99989	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TOP3A	7156	Q13472	DNA topoisomerase III alpha	Enzyme	52	0.656	0.615	5.0983e-11	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TP53BP1	7158	Q12888	tumor protein p53 binding protein 1	Epigenetic regulator	158	0.52	0.731	0.99985	0.01		1.0	1	0	2010.0	2010.0
Adenocarcinoma of lung (disorder)	C0152013	TPM3	7170	P06753	tropomyosin 3	Cellular structure	297	0.49	0.808	0.0066522	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	TPO	7173	P07202	thyroid peroxidase	Enzyme	306	0.455	0.846	1.8182e-21	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	CRISP2	7180	P16562	cysteine rich secretory protein 2	Immune response	168	0.512	0.769	1.4437e-12	0.01		1.0	1	0	2009.0	2009.0
Adenocarcinoma of lung (disorder)	C0152013	TRAF2	7186	Q12933	TNF receptor associated factor 2	Signaling	111	0.546	0.769	0.99979	0.01		1.0	1	0	2008.0	2008.0
Adenocarcinoma of lung (disorder)	C0152013	TRPC3	7222	Q13507	transient receptor potential cation channel subfamily C member 3	Ion channel	102	0.57	0.731	1.0806e-07	0.01		1.0	1	0	2011.0	2011.0
Adenocarcinoma of lung (disorder)	C0152013	MIR650	723778		microRNA 650		35	0.67	0.577		0.01		1.0	1	0	2013.0	2013.0
Adenocarcinoma of lung (disorder)	C0152013	MIR655	724025		microRNA 655		36	0.678	0.385		0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	TSG101	7251	Q99816	tumor susceptibility 101	Enzyme	80	0.588	0.615	0.34407	0.01		1.0	1	0	2010.0	2010.0
Adenocarcinoma of lung (disorder)	C0152013	TSPY1	7258	P0CV98;P0CW01;Q01534	testis specific protein Y-linked 1	Enzyme modulator	55	0.631	0.423	0.30999	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	PHLDA2	7262	Q53GA4	pleckstrin homology like domain family A member 2		58	0.636	0.615	0.15046	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TTK	7272	P33981	TTK protein kinase	Kinase	112	0.555	0.731	0.0012734	0.01		1.0	1	0	2008.0	2008.0
Adenocarcinoma of lung (disorder)	C0152013	POTEF	728378	A5A3E0	POTE ankyrin domain family member F		215	0.481	0.885	5.4522e-06	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	SPANXA2	728712	Q9NS26	SPANX family member A2		30	0.695	0.346		0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	OIP5-AS1	729082		OIP5 antisense RNA 1		37	0.659	0.5		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	UBE2V1	7335	A5PLL7;Q13404	ubiquitin conjugating enzyme E2 V1		46	0.641	0.654	0.00012406	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	UCHL1	7345	P09936	ubiquitin C-terminal hydrolase L1	Enzyme	260	0.482	0.885	0.99095	0.01		1.0	1	0	2002.0	2002.0
Adenocarcinoma of lung (disorder)	C0152013	UGT8	7368	Q16880	UDP glycosyltransferase 8		49	0.636	0.615	0.027986	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	USF2	7392	Q15853	upstream transcription factor 2, c-fos interacting		59	0.626	0.654	0.99253	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	VCAM1	7412	P19320	vascular cell adhesion molecule 1		406	0.422	0.808	0.79791	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	VCP	7415	P55072	valosin containing protein		376	0.469	0.923	0.99999	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	VDAC1	7416	P21796	voltage dependent anion channel 1		116	0.556	0.654	0.97266	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	VDR	7421	P11473	vitamin D receptor	Nuclear receptor	852	0.352	0.885	1.6787e-05	0.01		1.0	1	1	2012.0	2012.0
Adenocarcinoma of lung (disorder)	C0152013	VGF	7425	O15240	VGF nerve growth factor inducible		63	0.626	0.538	0.56825	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	VHL	7428	P40337	von Hippel-Lindau tumor suppressor	Enzyme	372	0.443	0.846	0.079515	0.01		1.0	1	0	2011.0	2011.0
Adenocarcinoma of lung (disorder)	C0152013	VWF	7450	P04275	von Willebrand factor	Enzyme modulator	498	0.408	0.885	3.2187e-25	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	EIF4H	7458	Q15056	eukaryotic translation initiation factor 4H	Nucleic acid binding	12	0.839	0.231	0.43982	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	WEE1	7465	P30291	WEE1 G2 checkpoint kinase	Kinase	116	0.545	0.769	0.99973	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	WNT1	7471	P04628	Wnt family member 1	Signaling	216	0.495	0.769	0.3263	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	WNT7A	7476	O00755	Wnt family member 7A	Signaling	182	0.531	0.692	0.035773	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	WRN	7486	Q14191	WRN RecQ like helicase	Enzyme	172	0.524	0.808	2.6432e-34	0.01		1.0	1	0	2010.0	2010.0
Adenocarcinoma of lung (disorder)	C0152013	WT1	7490	P19544	WT1 transcription factor	Nucleic acid binding	446	0.422	0.808	0.99648	0.01		1.0	1	0	2010.0	2010.0
Adenocarcinoma of lung (disorder)	C0152013	XBP1	7494	P17861	X-box binding protein 1		234	0.477	0.846	0.032014	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	XDH	7498	P47989	xanthine dehydrogenase	Enzyme	165	0.529	0.846	2.589e-22	0.01		1.0	1	0	2012.0	2012.0
Adenocarcinoma of lung (disorder)	C0152013	XK	7504	P51811	X-linked Kx blood group		104	0.575	0.654	0.95373	0.01		1.0	1	0	2005.0	2005.0
Adenocarcinoma of lung (disorder)	C0152013	XPA	7507	P23025	XPA, DNA damage recognition and repair factor	Nucleic acid binding	209	0.52	0.846	7.8652e-05	0.01		1.0	1	0	2004.0	2004.0
Adenocarcinoma of lung (disorder)	C0152013	YY1	7528	P25490	YY1 transcription factor	Transcription factor	245	0.481	0.808	0.9938	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	YWHAB	7529	P31946	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	Chaperone	17	0.769	0.385	0.98314	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	YWHAE	7531	P62258	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	Chaperone	176	0.53	0.692	0.98479	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	YWHAG	7532	P61981	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	Chaperone	85	0.621	0.5	0.964	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	CA8	767	P35219	carbonic anhydrase 8		87	0.595	0.654	0.0082516	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	CA9	768	Q16790	carbonic anhydrase 9		226	0.483	0.731	1.3027e-09	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	MIR767	768215		microRNA 767		11	0.821	0.192		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	CA11	770	O75493	carbonic anhydrase 11		39	0.674	0.385	0.00095695	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	TRIM25	7706	Q14258	tripartite motif containing 25		58	0.633	0.462	0.0041202	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	CA12	771	O43570	carbonic anhydrase 12		81	0.592	0.731	1.2849e-11	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	ZNF185	7739	O15231	zinc finger protein 185 with LIM domain		31	0.711	0.5	6.3026e-13	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	CACNA1C	775	Q13936	calcium voltage-gated channel subunit alpha1 C	Ion channel	225	0.51	0.846	1.0	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	PRDM2	7799	Q13029	PR/SET domain 2		115	0.545	0.769	0.99996	0.01		1.0	1	0	2007.0	2007.0
Adenocarcinoma of lung (disorder)	C0152013	IL1R2	7850	P27930	interleukin 1 receptor type 2	Receptor	76	0.593	0.846	6.5372e-15	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	CUEDC2	79004	Q9H467	CUE domain containing 2		25	0.722	0.308	0.060805	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	AHNAK	79026	Q09666	AHNAK nucleoprotein		60	0.623	0.615	0.89827	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	FA2H	79152	Q7L5A8	fatty acid 2-hydroxylase	Enzyme	131	0.573	0.654	0.14678	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	TNIP2	79155	Q8NFZ5	TNFAIP3 interacting protein 2		9	0.78	0.308	0.0015926	0.01		0.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	FSD1	79187	Q9BTV5	fibronectin type III and SPRY domain containing 1		220	0.486	0.808	0.25199	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	LAP	7939		Laryngeal adductor paralysis		50	0.619	0.731		0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	TFEB	7942	P19484	transcription factor EB		150	0.527	0.731	0.89931	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	CHPF	79586	Q8IZ52	chondroitin polymerizing factor	Enzyme	16	0.769	0.423	0.15067	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	MUL1	79594	Q969V5	mitochondrial E3 ubiquitin protein ligase 1		241	0.473	0.808	1.9108e-06	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	GALNT14	79623	Q96FL9	polypeptide N-acetylgalactosaminyltransferase 14	Enzyme	48	0.631	0.538	7.0648e-17	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	SUV39H2	79723	Q9H5I1	suppressor of variegation 3-9 homolog 2		43	0.65	0.5	0.92921	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	ZFHX4	79776	Q86UP3	zinc finger homeobox 4		19	0.743	0.269	1.0	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	MTERF1	7978	Q99551	mitochondrial transcription termination factor 1		6	0.839	0.346	8.6123e-07	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	MYH14	79784	Q7Z406	myosin heavy chain 14		64	0.663	0.577	0.042236	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	AGMAT	79814	Q9BSE5	agmatinase		10	0.839	0.231	1.2369e-07	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	TMC5	79838	Q6UXY8	transmembrane channel like 5	Ion channel	6	0.839	0.154	6.9877e-08	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	ARHGEF5	7984	Q12774	Rho guanine nucleotide exchange factor 5		140	0.526	0.808	7.5872e-14	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	LINC00115	79854		long intergenic non-protein coding RNA 115		6	0.861	0.038		0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	LPCAT1	79888	Q8NF37	lysophosphatidylcholine acyltransferase 1	Enzyme	41	0.659	0.577	0.13713	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	LINC00472	79940	Q9H8W2	long intergenic non-protein coding RNA 472		22	0.729	0.346		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	DHDDS	79947	Q86SQ9	dehydrodolichyl diphosphate synthase subunit	Enzyme	308	0.468	0.885	0.24533	0.01		1.0	1	0	2011.0	2011.0
Adenocarcinoma of lung (disorder)	C0152013	ARL14	80117	Q8N4G2	ADP ribosylation factor like GTPase 14		2	0.931	0.038	1.2351e-06	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	CTC1	80169	Q2NKJ3	CST telomere replication complex component 1		121	0.601	0.538	1.6015e-11	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	LHX3	8022	Q9UBR4	LIM homeobox 3	Nucleic acid binding	69	0.644	0.462	0.010863	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	WDCP	80304	Q9H6R7	WD repeat and coiled coil containing		7	0.89	0.115	0.0010242	0.01		1.0	1	0	2012.0	2012.0
Adenocarcinoma of lung (disorder)	C0152013	SLC25A16	8034	P16260	solute carrier family 25 member 16	Transporter	33	0.682	0.269	1.2089e-06	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	TRAF3IP3	80342	Q9Y228	TRAF3 interacting protein 3	Chaperone	13	0.839	0.192	2.1912e-12	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	ADAM12	8038	O43184	ADAM metallopeptidase domain 12	Enzyme	107	0.565	0.731	5.7284e-07	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	SRCIN1	80725	Q9C0H9	SRC kinase signaling inhibitor 1		56	0.636	0.462	0.99987	0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	ITIH5	80760	Q86UX2	inter-alpha-trypsin inhibitor heavy chain 5	Enzyme modulator	44	0.663	0.462	7.0952e-21	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	THAP7	80764	Q9BT49	THAP domain containing 7		2	1.0	0.038	0.013291	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	ASXL3	80816	Q9C0F0	ASXL transcriptional regulator 3		149	0.59	0.577	1.0	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	ZNF436	80818	Q9C0F3	zinc finger protein 436	Transcription factor	40	0.67	0.5	5.1273e-05	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	KMT2D	8085	O14686	lysine methyltransferase 2D		320	0.465	0.808	1.0	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	WNT5B	81029	Q9H1J7	Wnt family member 5B	Signaling	39	0.67	0.462	0.58535	0.01		1.0	1	0	2020.0	2020.0
Adenocarcinoma of lung (disorder)	C0152013	CALR	811	P27797	calreticulin	Calcium-binding protein	487	0.413	0.923	0.89133	0.01		1.0	1	0	2015.0	2015.0
Adenocarcinoma of lung (disorder)	C0152013	CALU	813	O43852	calumenin	Calcium-binding protein	33	0.7	0.385	0.014005	0.01		1.0	1	0	1996.0	1996.0
Adenocarcinoma of lung (disorder)	C0152013	SLC7A5	8140	Q01650	solute carrier family 7 member 5	Transporter	173	0.513	0.808	0.23505	0.01		1.0	1	0	2006.0	2006.0
Adenocarcinoma of lung (disorder)	C0152013	SLC38A1	81539	Q9H2H9	solute carrier family 38 member 1	Transporter	64	0.615	0.769	0.93067	0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	TRIM11	81559	Q96F44	tripartite motif containing 11		31	0.686	0.385	0.91729	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	DIAPH3	81624	Q9NSV4	diaphanous related formin 3		44	0.656	0.462	1.9877e-15	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	CCNL2	81669	Q96S94	cyclin L2	Enzyme modulator	15	0.792	0.308	0.16094	0.01		1.0	1	0	2007.0	2007.0
Adenocarcinoma of lung (disorder)	C0152013	VMP1	81671	Q96GC9	vacuole membrane protein 1	Signaling	47	0.674	0.462	0.96271	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	SPRY4	81848	Q9C004	sprouty RTK signaling antagonist 4	Signaling	134	0.553	0.769	0.0004821	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	CANX	821	P27824	calnexin	Chaperone	82	0.582	0.769	0.86635	0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	CAPS	828	Q13938	calcyphosine		50	0.638	0.731	1.7206e-05	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	EPX	8288	P11678	eosinophil peroxidase	Enzyme	44	0.653	0.538	2.2664e-20	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	ARID1A	8289	O14497	AT-rich interaction domain 1A		341	0.455	0.846	1.0	0.01		1.0	1	0	2007.0	2007.0
Adenocarcinoma of lung (disorder)	C0152013	CAST	831	P20810	calpastatin		141	0.541	0.846	4.1218e-12	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	CDC7	8317	O00311	cell division cycle 7	Kinase	42	0.641	0.462	4.4296e-06	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	CASP1	834	P29466	caspase 1	Enzyme	444	0.413	0.885	3.5183e-05	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	SH3BGRL3	83442	Q9H299	SH3 domain binding glutamate rich protein like 3		18	0.751	0.308	0.149	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	ABHD11	83451	Q8NFV4	abhydrolase domain containing 11		9	0.839	0.154	0.0029581	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	DDX59	83479	Q5T1V6	DEAD-box helicase 59		42	0.65	0.423	5.8502e-07	0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	SOX7	83595	Q9BT81	SRY-box transcription factor 7	Transcription factor	75	0.599	0.577	3.4831e-07	0.01		1.0	1	0	2012.0	2012.0
Adenocarcinoma of lung (disorder)	C0152013	ZMIZ2	83637	Q8NF64	zinc finger MIZ-type containing 2		4	1.0	0.038	0.99981	0.01		1.0	1	0	2013.0	2013.0
Adenocarcinoma of lung (disorder)	C0152013	LOH19CR1	8378		loss of heterozygosity, 19, chromosomal region 1		96	0.569	0.808		0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	FSD1L	83856	Q9BXM9	fibronectin type III and SPRY domain containing 1 like		216	0.488	0.808	0.23386	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	ATAD3B	83858	Q5T9A4	ATPase family AAA domain containing 3B	Enzyme	14	0.792	0.231	1.0032e-22	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	CDCA7	83879	Q9BWT1	cell division cycle associated 7		70	0.626	0.654	0.010816	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	CCDC8	83987	Q9H0W5	coiled-coil domain containing 8		98	0.599	0.692	0.25395	0.01		1.0	1	0	2016.0	2016.0
Adenocarcinoma of lung (disorder)	C0152013	REG4	83998	Q9BYZ8	regenerating family member 4		67	0.615	0.385	0.00075276	0.01		1.0	1	0	2019.0	2019.0
Adenocarcinoma of lung (disorder)	C0152013	EMILIN2	84034	Q9BXX0	elastin microfibril interfacer 2		9	0.861	0.115	1.6186e-14	0.01		1.0	1	0	2014.0	2014.0
Adenocarcinoma of lung (disorder)	C0152013	TAGLN2	8407	P37802	transgelin 2	Cellular structure	64	0.604	0.577	0.0093548	0.01		1.0	1	0	2009.0	2009.0
Adenocarcinoma of lung (disorder)	C0152013	MINDY4	84182	Q4G0A6	MINDY lysine 48 deubiquitinase 4		122	0.538	0.731	3.2175e-19	0.01		1.0	1	0	2017.0	2017.0
Adenocarcinoma of lung (disorder)	C0152013	SNHG3	8420		small nucleolar RNA host gene 3		31	0.682	0.385		0.01		1.0	1	0	2018.0	2018.0
Adenocarcinoma of lung (disorder)	C0152013	STK24	8428	Q9Y6E0	serine/threonine kinase 24	Kinase	48	0.659	0.654	0.011293	0.01		1.0	1	0	2018.0	2018.0
